iter	Passed	Remaining
697	1659	718
698	1661	715
699	1663	712
700	1665	710
701	1667	708
702	1669	705
703	1672	703
704	1674	700
705	1676	698
706	1679	695
707	1681	693
708	1683	691
709	1686	688
710	1688	686
711	1690	683
712	1692	681
713	1694	678
714	1697	676
715	1700	674
716	1703	672
717	1705	669
718	1707	667
719	1710	665
720	1712	662
721	1715	660
722	1717	658
723	1719	655
724	1721	653
725	1724	650
726	1726	648
727	1728	645
728	1731	643
729	1734	641
730	1736	638
731	1739	636
732	1741	634
733	1745	632
734	1751	631
735	1754	629
736	1756	626
737	1759	624
738	1762	622
739	1765	620
740	1767	617
741	1770	615
742	1772	612
743	1774	610
744	1776	607
745	1778	605
746	1780	602
747	1781	600
748	1783	597
749	1788	596
750	1791	593
751	1793	591
752	1795	588
753	1797	586
754	1799	583
755	1801	581
756	1803	578
757	1805	576
758	1807	573
759	1809	571
760	1811	568
761	1814	566
762	1815	564
763	1817	561
764	1820	559
765	1822	556
766	1825	554
767	1827	551
768	1829	549
769	1831	547
770	1833	544
771	1835	542
772	1838	539
773	1840	537
774	1842	534
775	1845	532
776	1847	530
777	1849	527
778	1851	525
779	1853	522
780	1855	520
781	1857	517
782	1860	515
783	1862	513
784	1864	510
785	1866	508
786	1867	505
787	1870	503
788	1872	500
789	1874	498
790	1876	495
791	1878	493
792	1880	490
793	1882	488
794	1884	485
795	1886	483
796	1889	481
797	1890	478
798	1893	476
799	1895	473
800	1897	471
801	1899	468
802	1901	466
803	1904	464
804	1906	461
805	1908	459
806	1910	456
807	1912	454
808	1914	452
809	1917	449
810	1919	447
811	1921	444
812	1923	442
813	1926	440
814	1928	437
815	1930	435
816	1933	432
817	1935	430
818	1937	428
819	1939	425
820	1942	423
821	1944	421
822	1947	418
823	1954	417
824	1956	415
825	1959	412
826	1962	410
827	1964	408
828	1967	405
829	1969	403
830	1972	401
831	1974	398
832	1978	396
833	1981	394
834	1984	392
835	1987	389
836	1989	387
837	1992	385
838	1995	382
839	1997	380
840	1999	378
841	2002	375
842	2005	373
843	2007	371
844	2010	368
845	2012	366
846	2014	363
847	2017	361
848	2019	359
849	2021	356
850	2023	354
851	2028	352
852	2030	349
853	2032	347
854	2035	345
855	2037	342
856	2039	340
857	2042	338
858	2044	335
859	2047	333
860	2049	330
861	2051	328
862	2054	326
863	2057	323
864	2061	321
865	2063	319
866	2065	316
867	2067	314
868	2069	312
869	2072	309
870	2074	307
871	2077	304
872	2079	302
873	2081	300
874	2083	297
875	2085	295
876	2087	292
877	2089	290
878	2091	287
879	2094	285
880	2095	283
881	2098	280
882	2101	278
883	2103	276
884	2106	273
885	2109	271
886	2111	269
887	2113	266
888	2116	264
889	2119	261
890	2122	259
891	2125	257
892	2126	254
893	2129	252
894	2131	250
895	2133	247
896	2135	245
897	2137	242
898	2139	240
899	2141	237
900	2143	235
901	2145	233
902	2147	230
903	2149	228
904	2151	225
905	2153	223
906	2156	221
907	2158	218
908	2161	216
909	2163	213
910	2165	211
911	2167	209
912	2170	206
913	2171	204
914	2173	201
915	2175	199
916	2178	197
917	2180	194
918	2181	192
919	2183	189
920	2185	187
921	2188	185
922	2190	182
923	2192	180
924	2194	177
925	2195	175
926	2198	173
927	2200	170
928	2202	168
929	2204	165
930	2206	163
931	2208	161
932	2210	158
933	2212	156
934	2214	153
935	2216	151
936	2218	149
937	2220	146
938	2222	144
939	2224	142
940	2227	139
941	2229	137
942	2231	134
943	2233	132
944	2235	130
945	2237	127
946	2239	125
947	2241	122
948	2244	120
949	2246	118
950	2249	115
951	2252	113
952	2254	111
953	2256	108
954	2259	106
955	2261	104
956	2263	101
957	2265	99
958	2268	96
959	2270	94
960	2272	92
961	2276	89
962	2279	87
963	2281	85
964	2283	82
965	2286	80
966	2289	78
967	2292	75
968	2296	73
969	2299	71
970	2305	68
971	2308	66
972	2311	64
973	2314	61
974	2317	59
975	2319	57
976	2328	54
977	2331	52
978	2334	50
979	2336	47
980	2339	45
981	2341	42
982	2343	40
983	2345	38
984	2347	35
985	2349	33
986	2352	30
987	2355	28
988	2357	26
989	2359	23
990	2362	21
991	2364	19
992	2367	16
993	2369	14
994	2371	11
995	2375	9
996	2378	7
997	2380	4
998	2383	2
999	2385	0
