iter	Logloss
430	0.07549626406
431	0.0753711653
432	0.07531495143
433	0.07521821663
434	0.07517932365
435	0.07513678184
436	0.07508185004
437	0.07502897984
438	0.07495043511
439	0.07484966388
440	0.07477266048
441	0.07472499959
442	0.07463640946
443	0.07455100179
444	0.07449507034
445	0.07445509888
446	0.07435529629
447	0.0743072585
448	0.07425985933
449	0.07420313199
450	0.0741285127
451	0.07405683009
452	0.07402533839
453	0.07396878436
454	0.07389211875
455	0.07376676211
456	0.07370569506
457	0.07366863475
458	0.07359953287
459	0.07353533611
460	0.0735037874
461	0.07342921457
462	0.07338890285
463	0.07330022431
464	0.07318874591
465	0.07311884887
466	0.07310144349
467	0.0730489456
468	0.07298101602
469	0.07288725413
470	0.07284906283
471	0.07275077818
472	0.07269799264
473	0.07260035716
474	0.07254114388
475	0.07248477224
476	0.07243414342
477	0.07236399479
478	0.0722769505
479	0.07224540171
480	0.0721882192
481	0.07209904754
482	0.07202955282
483	0.07198198655
484	0.07190201777
485	0.07183584145
486	0.07178168992
487	0.07168506946
488	0.07161940661
489	0.07151672059
490	0.0714498124
491	0.07135761533
492	0.07127028133
493	0.07122683468
494	0.07118501549
495	0.07115183367
496	0.0710746258
497	0.07100072324
498	0.07096578801
499	0.07091581253
500	0.07083649316
501	0.0707232117
502	0.07063800278
503	0.07056043079
504	0.0705045988
505	0.07045369827
506	0.07034242345
507	0.07030260338
508	0.07022139924
509	0.07014447191
510	0.07005427558
511	0.06996495229
512	0.06991007316
513	0.06986925917
514	0.06977838137
515	0.06977230402
516	0.06964018627
517	0.0696023977
518	0.06957702588
519	0.06952515663
520	0.06947607724
521	0.06946005371
522	0.06938988422
523	0.06933579028
524	0.06929370952
525	0.06921279328
526	0.06912836791
527	0.06905510479
528	0.06900537075
529	0.06895790902
530	0.06894377026
531	0.06887522365
532	0.06883019567
533	0.06876302542
534	0.06873848557
535	0.06868067475
536	0.06866597557
537	0.06859169088
538	0.06852375688
539	0.06848353931
540	0.06840848563
541	0.06836414321
542	0.06831491186
543	0.06826853858
544	0.06819363687
545	0.06812401668
546	0.06807628782
547	0.06803537437
548	0.06796754997
549	0.0678615858
550	0.06781613381
551	0.06777080222
552	0.06771804293
553	0.0676694762
554	0.06760646205
555	0.06757112883
556	0.0675098784
557	0.06746359918
558	0.06741953469
559	0.0673677433
560	0.06729577786
561	0.06725602665
562	0.06720252912
563	0.06713833212
564	0.06708683436
565	0.06704313596
566	0.06700408095
567	0.06694931109
568	0.06683920685
569	0.06678214965
570	0.06674877383
571	0.06666527023
572	0.06661789716
573	0.06654707269
574	0.06644703994
575	0.06640415257
576	0.0663479908
577	0.06627677931
578	0.06620008213
579	0.06614985082
580	0.06610265081
581	0.06603174848
582	0.06600222514
583	0.06593414392
584	0.06585505438
585	0.06580715278
586	0.06571502391
587	0.06566182999
588	0.06557260075
589	0.06550487564
590	0.06545133051
591	0.06540547039
592	0.0653740734
593	0.06527600918
594	0.06524790981
595	0.06522338043
596	0.06516997696
597	0.06512239466
598	0.06508747987
599	0.06504130061
600	0.06496360903
601	0.0649190731
602	0.06485584956
603	0.06478749172
604	0.06475295906
605	0.06469238422
606	0.06462369611
607	0.0645664822
608	0.06452325507
609	0.06446448076
610	0.0644390983
611	0.06437485942
612	0.06433813347
613	0.06426672878
614	0.06420745228
615	0.0641610952
616	0.06412782931
617	0.0640574344
618	0.06401580415
619	0.06398394619
620	0.06395384214
621	0.06391472906
622	0.06389065525
623	0.06384706154
624	0.06381481655
625	0.06375733518
626	0.06371835362
627	0.06369116441
628	0.06366312819
629	0.063615452
630	0.06359192241
631	0.06355232268
632	0.06351890515
633	0.06348978504
634	0.06346158114
635	0.06339968212
636	0.06334649899
637	0.06331058424
638	0.06328403987
639	0.06322226173
640	0.06315608622
641	0.06313151479
642	0.06308940802
643	0.06305512139
644	0.06301925947
645	0.06299375122
646	0.06293012413
647	0.06290535428
648	0.06288433729
649	0.06283904758
650	0.06275242058
651	0.06273082795
652	0.06269266282
653	0.06267012814
654	0.06263560594
655	0.06260923399
656	0.06257247663
657	0.06251597969
658	0.06247943188
659	0.06241736028
660	0.06238456042
661	0.06235011675
662	0.0623218502
663	0.06230192708
664	0.06228241274
665	0.0622570877
666	0.06220072195
667	0.0621825529
668	0.06215806555
669	0.06210464654
670	0.0620694908
671	0.06204035515
672	0.06198509913
673	0.06195305796
674	0.06188948927
675	0.06186141117
676	0.06183809081
677	0.0618183985
678	0.0617848447
679	0.06175720598
680	0.06170064164
681	0.06164417087
682	0.0616011793
683	0.06156032343
684	0.06149382321
685	0.06146244209
686	0.06138551476
687	0.06135175682
688	0.06131724559
689	0.06128742404
690	0.06126985484
691	0.06124665717
692	0.06121348042
693	0.06118419232
694	0.06114873853
695	0.06111214361
696	0.06108582956
697	0.06103466175
698	0.06101161849
699	0.06098198032
700	0.06092073087
701	0.06083552195
702	0.06081337986
703	0.06079919383
704	0.06074702621
705	0.06072468504
706	0.06067373168
707	0.06063896395
708	0.06060100755
709	0.06055375503
710	0.06049304933
711	0.06046783437
712	0.06043909672
713	0.06041717938
714	0.06039642429
715	0.06037563255
716	0.06036308511
717	0.06033364602
718	0.06030498115
719	0.0602688207
720	0.0602407269
721	0.06020278669
722	0.06012631984
723	0.06009911575
724	0.06005419801
725	0.06002635498
726	0.05999444517
727	0.05994589431
728	0.05989533845
729	0.05981611298
730	0.05979606439
731	0.05977505803
732	0.05971424289
733	0.05963092922
734	0.05961993661
735	0.05957129153
736	0.05954444879
737	0.0594908891
738	0.05946522381
739	0.05941953659
740	0.05937614686
741	0.05935692076
742	0.05931003433
743	0.05926922558
744	0.0592465597
745	0.05920046926
746	0.05918189682
747	0.05912024938
748	0.05909800783
749	0.05905143041
750	0.0590300735
751	0.05898950505
752	0.0589236441
753	0.05888315449
754	0.0588326675
755	0.05880918486
756	0.05878199631
757	0.05873877965
758	0.05871167486
759	0.05866572624
760	0.05863942789
761	0.05861151664
762	0.05857873266
763	0.0585439592
764	0.05849511554
765	0.05845759868
766	0.05844136642
767	0.05841070751
768	0.05837737896
769	0.05834785596
770	0.0582786601
771	0.05826110333
772	0.0582267385
773	0.05818552668
774	0.05813741046
775	0.05811178165
776	0.0580872943
777	0.0580438681
778	0.05801075466
779	0.05798873754
780	0.05796213003
781	0.05793142973
782	0.05789184554
783	0.05787534108
784	0.05784650888
785	0.05779981122
786	0.05777884168
787	0.05772845856
788	0.05766711456
789	0.05764668401
790	0.05761905608
791	0.05758840764
792	0.0575694269
793	0.05754440563
794	0.05750319855
795	0.05747176983
796	0.05744751821
797	0.05738835163
798	0.057371936
799	0.0573468102
800	0.05733089169
801	0.05729283109
802	0.05727595465
803	0.05725228373
804	0.05718985651
805	0.05716906461
806	0.05714901635
807	0.05712347685
808	0.05707757469
809	0.05706252005
810	0.05702845326
811	0.05698772826
812	0.05695815307
813	0.05693514727
814	0.05687872885
815	0.05685458126
816	0.05683232908
817	0.05677266015
818	0.05672934926
819	0.05670546896
820	0.05665616989
821	0.05660225899
822	0.05657924256
823	0.05655061957
824	0.05653176447
825	0.05649681304
826	0.05647836639
827	0.05644740404
828	0.05642845995
829	0.05638624244
830	0.05634890928
831	0.05631250296
832	0.05625587009
833	0.0561933169
834	0.05617487549
835	0.05613966299
836	0.0560915978
837	0.0560786527
838	0.0560476169
839	0.05600858773
840	0.05598454516
841	0.05595439924
842	0.05590512094
843	0.05588420897
844	0.05586405046
845	0.05580578439
846	0.05578192487
847	0.05575323448
848	0.05573285088
849	0.05570292988
850	0.05564915999
851	0.05562789763
852	0.05560839884
853	0.05556898755
854	0.0555224206
855	0.05548850562
856	0.05546554137
857	0.05541966538
858	0.0554024963
859	0.05536967534
860	0.05531177586
861	0.05529103091
862	0.05527345877
863	0.05525289163
864	0.05520838726
865	0.05517194447
866	0.05513253842
867	0.05507703621
868	0.05502061288
869	0.05496572295
870	0.05492800309
871	0.05490460437
872	0.05486225125
873	0.05482292372
874	0.05478286874
875	0.05473270073
876	0.05469570242
877	0.05467383203
878	0.05465755806
879	0.05463837318
880	0.05458718998
881	0.05455717476
882	0.05451960081
883	0.05446806134
884	0.0544309639
885	0.05442023285
886	0.05438603553
887	0.05436796038
888	0.05431036957
889	0.05429065109
890	0.05425402983
891	0.0542380382
892	0.05422909231
893	0.05419921319
894	0.05418352026
895	0.0541430457
896	0.05409579269
897	0.0540780424
898	0.0540305756
899	0.05401340177
900	0.05398906099
901	0.05394594395
902	0.05391202177
903	0.05386909498
904	0.05385176673
905	0.0538311268
906	0.05380120744
907	0.05377920668
908	0.0537592402
909	0.05374080894
910	0.05372174657
911	0.05370545445
912	0.05366246991
913	0.05362106441
914	0.05361277284
915	0.05358418666
916	0.05356771328
917	0.05352061093
918	0.05349106388
919	0.05344041216
920	0.05341145972
921	0.05339337573
922	0.05335785766
923	0.05330516805
924	0.05327455609
925	0.05324268799
926	0.05318984298
927	0.05315595974
928	0.05308264459
929	0.05305125971
930	0.0530048763
931	0.05298533333
932	0.05294030224
933	0.05289736825
934	0.05288177461
935	0.05283135517
936	0.0528140477
937	0.05278630428
938	0.05273531592
939	0.05266748104
940	0.05264896978
941	0.05261172741
942	0.05258813027
943	0.05256851975
944	0.05250312403
945	0.05247414182
946	0.05242891492
947	0.0523882879
948	0.05235026557
949	0.05232657405
950	0.05230747799
951	0.05227147506
952	0.05223792438
953	0.052175408
954	0.05214796492
955	0.05212015149
956	0.05208956242
957	0.05202955161
958	0.05198691599
959	0.05195710704
960	0.05193788911
961	0.05191113699
962	0.05188437784
963	0.05185353376
964	0.05180382802
965	0.05177487362
966	0.05175651792
967	0.05171533032
968	0.05170002638
969	0.0516706236
970	0.05164554344
971	0.05163181266
972	0.05160765525
973	0.05154938559
974	0.05152042268
975	0.05148334994
976	0.05143570139
977	0.05140979351
978	0.05138166307
979	0.05135398966
980	0.05132237102
981	0.05130508318
982	0.05127074436
983	0.05123551894
984	0.05118161344
985	0.0511435476
986	0.05112124356
987	0.05108177093
988	0.05104322875
989	0.05101668389
990	0.05097372929
991	0.05094694936
992	0.05092170611
993	0.05090028638
994	0.0508875559
995	0.05082908045
996	0.05082160024
997	0.0507937626
998	0.05076088079
999	0.05072992351
